id,tenant_id,domain_id,url,title,description,h1,canonical_url,meta_robots,has_schema_markup,schema_types,has_contact_form,has_comments,word_count,inbound_links,outbound_links,last_modified,last_scan,page_type,lead_source,additional_json,created_at,updated_at,sitemap_file_id
593f2a36-93c2-4b83-9714-c7cd4c4e9a72,550e8400-e29b-41d4-a716-446655440000,eaed200f-3bdf-464f-a08c-b0be810ec8df,https://www.newportortho.com/what-hurts-/hand-wrist/de-quervain-s-syndrome/,,,,,,false,,false,false,,,,,,,sitemap_import,{},2025-05-04 10:50:06.146905+00,2025-05-04 10:50:06.146905+00,b18e5333-1083-46b3-ad6d-e9fef375644a
