id,tenant_id,domain_id,url,sitemap_type,discovery_method,page_count,size_bytes,response_time_ms,status,priority,status_code,error_message,last_modified,is_gzipped,has_lastmod,has_priority,has_changefreq,generator,lead_source,user_id,user_name,notes,tags,is_active,process_after,last_processed_at,created_at,created_by,updated_at,updated_by,job_id,url_count,deep_scrape_curation_status,deep_scrape_error,deep_scrape_process_status
2803a8f3-5745-40c0-8359-9c5c14360f5d,550e8400-e29b-41d4-a716-446655440000,7f38edcb-1136-4dfe-921b-bdfa70de18fe,https://dmos.com/sitemap.xml,standard,common_path,,39409,,Completed,5,,,,,false,false,false,,,,,,,true,,,2025-04-30 18:33:37.61692+00,5905e9fe-6c61-4694-b09a-6602017b000a,2025-05-04 00:12:48.61862+00,5905e9fe-6c61-4694-b09a-6602017b000a,e186a72c-9d96-4859-955d-f21ef4cc532a,174,Selected,,Queued
d31feaef-baaf-49ed-82d0-f6cfea7ebf88,550e8400-e29b-41d4-a716-446655440000,7f38edcb-1136-4dfe-921b-bdfa70de18fe,https://www.dmos.com/sitemap.xml,standard,robots_txt,,39409,,Completed,5,,,,,false,false,false,,,,,,,true,,,2025-04-30 18:33:37.488797+00,5905e9fe-6c61-4694-b09a-6602017b000a,2025-05-04 00:12:48.61862+00,5905e9fe-6c61-4694-b09a-6602017b000a,e186a72c-9d96-4859-955d-f21ef4cc532a,174,Selected,,Queued
